speed;age;miles;group
121.0;31.0;5.0;1
128.0;55.0;12.0;2
91.0;60.0;37.0;1
94.0;27.0;38.0;0
137.0;63.0;39.0;2
131.0;62.0;15.0;2
152.0;39.0;46.0;0
106.0;48.0;51.0;2
124.0;81.0;19.0;0
149.0;40.0;52.0;0
143.0;33.0;51.0;0
150.0;43.0;50.0;2
127.0;41.0;17.0;1
156.0;33.0;49.0;0
138.0;44.0;35.0;2
119.0;52.0;28.0;1
119.0;39.0;28.0;1
146.0;37.0;40.0;2
134.0;56.0;49.0;2
153.0;32.0;46.0;0
111.0;38.0;19.0;1
138.0;46.0;40.0;1
127.0;69.0;17.0;0
139.0;31.0;19.0;0
102.0;55.0;22.0;1
132.0;42.0;37.0;1
116.0;49.0;55.0;2
151.0;73.0;45.0;2
131.0;86.0;42.0;2
99.0;51.0;13.0;1
143.0;37.0;46.0;0
121.0;63.0;51.0;2
101.0;16.0;11.0;2
111.0;29.0;32.0;0
115.0;34.0;31.0;0
143.0;37.0;51.0;0
135.0;47.0;39.0;2
116.0;24.0;49.0;0
120.0;51.0;13.0;1
116.0;45.0;39.0;2
118.0;21.0;34.0;0
105.0;46.0;20.0;1
150.0;36.0;56.0;0
96.0;19.0;21.0;2
121.0;22.0;30.0;0
98.0;40.0;23.0;1
100.0;29.0;17.0;2
136.0;42.0;39.0;1
150.0;35.0;52.0;0
150.0;38.0;49.0;0
107.0;41.0;22.0;1
100.0;36.0;16.0;2
114.0;43.0;4.0;1
110.0;34.0;25.0;2
118.0;35.0;14.0;1
145.0;51.0;40.0;1
149.0;36.0;54.0;0
140.0;57.0;38.0;1
146.0;36.0;46.0;0
123.0;37.0;19.0;2
101.0;25.0;15.0;2
109.0;32.0;28.0;0
116.0;49.0;25.0;2
105.0;26.0;18.0;2
98.0;32.0;8.0;1
119.0;34.0;39.0;0
104.0;27.0;12.0;2
90.0;26.0;4.0;2
149.0;39.0;55.0;0
101.0;28.0;10.0;2
138.0;42.0;50.0;1
110.0;45.0;22.0;1
146.0;38.0;48.0;1
154.0;31.0;49.0;0
101.0;23.0;27.0;2
136.0;46.0;47.0;1
148.0;31.0;42.0;0
97.0;31.0;11.0;2
107.0;49.0;27.0;1
103.0;20.0;52.0;0
135.0;36.0;41.0;1
184.0;33.0;38.0;2
90.0;19.0;14.0;2
111.0;50.0;1.0;1
151.0;35.0;52.0;0
98.0;17.0;12.0;2
113.0;41.0;27.0;1
123.0;75.0;16.0;0
129.0;41.0;22.0;0
102.0;37.0;26.0;1
146.0;43.0;39.0;1
114.0;54.0;44.0;2
107.0;39.0;14.0;1
114.0;46.0;37.0;1
120.0;21.0;43.0;0
112.0;57.0;14.0;1
138.0;77.0;66.0;2
103.0;34.0;14.0;1
135.0;49.0;43.0;1
108.0;37.0;1.0;1
135.0;88.0;24.0;0
126.0;37.0;42.0;0
115.0;47.0;67.0;2
115.0;55.0;8.0;1
67.0;43.0;19.0;2
104.0;30.0;19.0;2
130.0;50.0;31.0;0
153.0;34.0;53.0;0
89.0;26.0;16.0;2
137.0;49.0;36.0;1
159.0;74.0;48.0;2
112.0;48.0;48.0;2
140.0;46.0;49.0;1
96.0;20.0;16.0;2
99.0;24.0;14.0;2
121.0;42.0;40.0;1
137.0;42.0;44.0;2
106.0;46.0;16.0;2
138.0;41.0;40.0;1
142.0;39.0;32.0;1
135.0;35.0;23.0;0
120.0;86.0;16.0;0
152.0;41.0;45.0;0
144.0;49.0;39.0;1
113.0;82.0;27.0;0
125.0;53.0;21.0;2
124.0;27.0;22.0;0
127.0;67.0;6.0;2
121.0;71.0;13.0;0
143.0;48.0;41.0;1
136.0;45.0;49.0;2
106.0;26.0;9.0;2
98.0;43.0;14.0;1
104.0;41.0;31.0;1
111.0;28.0;13.0;1
108.0;45.0;22.0;1
139.0;70.0;17.0;0
120.0;25.0;27.0;0
142.0;61.0;32.0;2
121.0;79.0;11.0;0
110.0;61.0;15.0;1
100.0;25.0;14.0;2
113.0;69.0;17.0;0
113.0;76.0;19.0;0
130.0;62.0;16.0;0
131.0;46.0;47.0;2
94.0;18.0;11.0;2
124.0;72.0;17.0;0
111.0;48.0;9.0;1
105.0;28.0;18.0;2
149.0;18.0;52.0;2
145.0;48.0;67.0;2
104.0;19.0;18.0;2
152.0;30.0;53.0;0
155.0;32.0;48.0;0
107.0;43.0;21.0;1
104.0;16.0;31.0;0
111.0;74.0;2.0;0
127.0;38.0;38.0;0
118.0;76.0;9.0;0
106.0;34.0;22.0;1
125.0;31.0;22.0;2
139.0;44.0;25.0;2
103.0;25.0;6.0;2
114.0;77.0;36.0;0
146.0;30.0;55.0;0
134.0;65.0;30.0;0
106.0;68.0;18.0;1
95.0;25.0;19.0;2
98.0;30.0;14.0;2
131.0;28.0;25.0;0
91.0;21.0;18.0;2
92.0;19.0;16.0;2
101.0;18.0;1.0;2
120.0;23.0;29.0;0
135.0;30.0;33.0;2
120.0;47.0;12.0;1
116.0;62.0;19.0;2
100.0;43.0;37.0;1
138.0;43.0;36.0;1
97.0;32.0;18.0;2
154.0;50.0;5.0;2
107.0;25.0;21.0;2
110.0;56.0;28.0;1
125.0;81.0;27.0;0
131.0;50.0;30.0;1
141.0;42.0;32.0;1
133.0;49.0;42.0;1
122.0;38.0;72.0;2
113.0;43.0;28.0;1
108.0;36.0;10.0;1
96.0;33.0;15.0;2
124.0;42.0;34.0;0
107.0;30.0;28.0;2
125.0;79.0;30.0;0
102.0;57.0;29.0;1
132.0;29.0;49.0;0
96.0;21.0;15.0;2
95.0;46.0;13.0;1
127.0;78.0;19.0;0
127.0;51.0;16.0;1
116.0;44.0;55.0;2
114.0;69.0;19.0;0
109.0;28.0;24.0;2
102.0;42.0;33.0;1
127.0;51.0;36.0;2
111.0;88.0;29.0;0
108.0;51.0;20.0;1
138.0;71.0;63.0;2
125.0;48.0;44.0;2
127.0;30.0;26.0;0
116.0;67.0;18.0;0
96.0;56.0;36.0;1
113.0;58.0;19.0;1
117.0;28.0;17.0;0
116.0;36.0;1.0;1
134.0;86.0;22.0;2
114.0;50.0;12.0;1
125.0;76.0;23.0;0
149.0;37.0;54.0;0
70.0;63.0;4.0;2
105.0;22.0;13.0;2
120.0;51.0;39.0;2
102.0;65.0;22.0;1
155.0;32.0;54.0;0
121.0;51.0;23.0;1
117.0;44.0;14.0;1
152.0;36.0;49.0;0
149.0;37.0;48.0;0
115.0;78.0;23.0;0
101.0;61.0;30.0;2
123.0;84.0;26.0;0
155.0;37.0;52.0;0
156.0;34.0;47.0;0
121.0;33.0;24.0;2
101.0;41.0;42.0;2
91.0;23.0;6.0;2
106.0;49.0;27.0;1
109.0;41.0;22.0;1
118.0;76.0;30.0;0
119.0;45.0;37.0;2
151.0;43.0;47.0;0
134.0;53.0;40.0;2
141.0;42.0;45.0;1
122.0;57.0;26.0;1
137.0;52.0;37.0;1
125.0;36.0;24.0;0
114.0;31.0;9.0;1
119.0;30.0;22.0;0
130.0;86.0;14.0;0
147.0;33.0;55.0;0
154.0;66.0;52.0;2
112.0;24.0;37.0;0
105.0;42.0;4.0;1
145.0;43.0;54.0;2
117.0;27.0;31.0;0
105.0;43.0;20.0;1
152.0;38.0;48.0;0
118.0;35.0;32.0;1
127.0;59.0;17.0;0
93.0;21.0;13.0;2
112.0;72.0;8.0;0
136.0;77.0;25.0;0
117.0;88.0;15.0;0
148.0;31.0;53.0;0
106.0;30.0;12.0;1
134.0;16.0;34.0;0
71.0;62.0;15.0;2
111.0;41.0;33.0;2
123.0;54.0;34.0;1
123.0;79.0;15.0;0
140.0;50.0;38.0;2
159.0;34.0;48.0;0
119.0;53.0;54.0;2
146.0;80.0;29.0;2
103.0;44.0;43.0;1
118.0;88.0;18.0;0
156.0;39.0;53.0;0
109.0;24.0;48.0;2
97.0;33.0;12.0;2
132.0;53.0;49.0;2
135.0;30.0;37.0;0
120.0;82.0;25.0;0
98.0;31.0;3.0;2
140.0;34.0;60.0;0
106.0;52.0;13.0;1
141.0;41.0;45.0;1
123.0;79.0;29.0;0
113.0;45.0;37.0;1
117.0;30.0;24.0;0
137.0;44.0;47.0;1
96.0;39.0;26.0;1
111.0;42.0;29.0;1
125.0;27.0;28.0;0
114.0;77.0;25.0;0
144.0;49.0;50.0;2
112.0;69.0;12.0;0
127.0;78.0;24.0;0
117.0;33.0;8.0;1
131.0;24.0;35.0;0
110.0;45.0;27.0;1
138.0;75.0;10.0;2
145.0;45.0;38.0;1
113.0;37.0;30.0;0
157.0;35.0;51.0;0
104.0;43.0;35.0;1
108.0;48.0;74.0;2
132.0;40.0;11.0;2
118.0;48.0;87.0;2
115.0;84.0;47.0;2
114.0;36.0;35.0;0
145.0;51.0;42.0;1
110.0;30.0;28.0;0
127.0;19.0;29.0;0
154.0;35.0;46.0;0
126.0;87.0;29.0;0
146.0;55.0;39.0;2
134.0;24.0;68.0;2
125.0;70.0;25.0;2
142.0;46.0;42.0;1
106.0;50.0;28.0;1
111.0;46.0;43.0;2
143.0;52.0;43.0;1
113.0;22.0;44.0;0
123.0;54.0;20.0;1
140.0;41.0;34.0;2
145.0;33.0;49.0;0
99.0;42.0;29.0;1
149.0;35.0;54.0;0
121.0;70.0;22.0;0
109.0;16.0;23.0;0
136.0;42.0;42.0;1
145.0;43.0;36.0;1
136.0;41.0;52.0;2
101.0;26.0;39.0;0
138.0;55.0;29.0;1
102.0;48.0;6.0;1
100.0;65.0;17.0;1
129.0;74.0;22.0;0
105.0;45.0;16.0;1
117.0;82.0;22.0;0
122.0;80.0;16.0;0
133.0;46.0;34.0;1
104.0;39.0;12.0;1
99.0;49.0;60.0;2
127.0;73.0;15.0;0
157.0;33.0;48.0;0
149.0;32.0;49.0;0
131.0;56.0;42.0;2
147.0;35.0;52.0;0
116.0;81.0;22.0;0
108.0;38.0;15.0;1
105.0;51.0;23.0;1
125.0;82.0;7.0;2
104.0;21.0;14.0;2
137.0;43.0;37.0;2
133.0;30.0;30.0;1
103.0;29.0;13.0;2
140.0;46.0;60.0;2
123.0;32.0;24.0;1
125.0;36.0;54.0;2
109.0;87.0;30.0;0
153.0;43.0;62.0;2
108.0;25.0;13.0;2
99.0;25.0;13.0;2
105.0;25.0;10.0;2
142.0;40.0;36.0;1
123.0;38.0;19.0;2
104.0;29.0;22.0;1
106.0;29.0;18.0;2
119.0;47.0;9.0;1
113.0;63.0;33.0;1
128.0;42.0;24.0;2
141.0;52.0;40.0;1
149.0;38.0;52.0;0
111.0;48.0;4.0;1
115.0;45.0;55.0;2
108.0;61.0;11.0;1
128.0;70.0;40.0;2
139.0;48.0;25.0;1
141.0;42.0;40.0;1
127.0;74.0;35.0;2
137.0;42.0;43.0;1
151.0;28.0;51.0;0
126.0;71.0;24.0;0
108.0;53.0;25.0;2
116.0;51.0;16.0;2
110.0;36.0;25.0;1
124.0;41.0;16.0;2
96.0;57.0;29.0;1
116.0;27.0;30.0;0
120.0;39.0;13.0;1
126.0;80.0;15.0;0
121.0;81.0;9.0;0
121.0;20.0;39.0;0
111.0;24.0;35.0;0
100.0;42.0;41.0;1
125.0;42.0;38.0;0
146.0;39.0;54.0;0
123.0;77.0;20.0;0
112.0;55.0;38.0;1
110.0;17.0;22.0;0
108.0;40.0;14.0;1
130.0;53.0;42.0;2
140.0;54.0;37.0;1
135.0;65.0;22.0;0
93.0;28.0;18.0;1
94.0;31.0;7.0;1
115.0;28.0;48.0;0
141.0;34.0;47.0;0
88.0;38.0;13.0;1
139.0;82.0;7.0;0
125.0;78.0;15.0;1
107.0;57.0;35.0;1
117.0;33.0;31.0;1
105.0;38.0;28.0;1
114.0;81.0;5.0;2
156.0;35.0;52.0;0
99.0;24.0;13.0;2
100.0;35.0;20.0;2
125.0;40.0;3.0;1
112.0;59.0;17.0;1
152.0;37.0;54.0;0
128.0;27.0;42.0;0
135.0;40.0;29.0;0
96.0;42.0;20.0;1
116.0;75.0;24.0;0
110.0;52.0;19.0;1
118.0;41.0;14.0;1
112.0;37.0;48.0;0
126.0;48.0;44.0;2
113.0;16.0;31.0;0
124.0;84.0;1.0;0
121.0;75.0;37.0;2
101.0;28.0;6.0;2
129.0;30.0;14.0;0
126.0;52.0;74.0;2
99.0;33.0;11.0;2
101.0;55.0;20.0;1
119.0;74.0;31.0;0
96.0;23.0;12.0;2
119.0;30.0;19.0;1
121.0;70.0;16.0;0
131.0;67.0;4.0;0
117.0;30.0;43.0;0
122.0;88.0;22.0;0
147.0;78.0;12.0;2
149.0;34.0;55.0;0
145.0;46.0;45.0;2
152.0;36.0;41.0;0
147.0;47.0;55.0;0
137.0;33.0;45.0;2
135.0;60.0;54.0;2
136.0;36.0;30.0;1
102.0;19.0;15.0;2
113.0;79.0;29.0;2
122.0;35.0;33.0;0
154.0;29.0;43.0;0
130.0;37.0;40.0;2
126.0;65.0;50.0;2
100.0;53.0;18.0;1
106.0;34.0;12.0;1
146.0;29.0;47.0;0
119.0;63.0;65.0;2
128.0;65.0;13.0;0
124.0;19.0;25.0;2
117.0;40.0;40.0;2
133.0;57.0;44.0;2
102.0;50.0;12.0;1
128.0;56.0;35.0;2
93.0;19.0;9.0;2
119.0;20.0;42.0;0
131.0;31.0;13.0;0
135.0;54.0;26.0;1
108.0;41.0;19.0;1
104.0;57.0;51.0;2
140.0;49.0;54.0;2
112.0;59.0;41.0;2
112.0;32.0;3.0;1
113.0;26.0;23.0;1
109.0;34.0;6.0;1
106.0;42.0;12.0;1
138.0;42.0;31.0;1
114.0;76.0;17.0;0
139.0;61.0;50.0;2
99.0;59.0;19.0;1
96.0;26.0;14.0;2
97.0;27.0;16.0;2
99.0;36.0;50.0;0
104.0;51.0;47.0;2
88.0;19.0;14.0;2
140.0;46.0;45.0;1
137.0;87.0;7.0;0
99.0;25.0;23.0;2
109.0;18.0;34.0;0
139.0;44.0;45.0;1
146.0;50.0;47.0;1
132.0;64.0;45.0;2
153.0;39.0;52.0;0
113.0;64.0;18.0;2
115.0;30.0;20.0;1
113.0;16.0;39.0;0
141.0;49.0;54.0;2
137.0;33.0;43.0;1
111.0;49.0;14.0;1
100.0;46.0;21.0;1
145.0;35.0;47.0;0
101.0;20.0;21.0;2
126.0;73.0;47.0;2
106.0;41.0;22.0;1
133.0;38.0;35.0;1
97.0;23.0;14.0;2
113.0;79.0;29.0;0
122.0;42.0;35.0;0
108.0;43.0;11.0;1
119.0;42.0;1.0;1
130.0;39.0;42.0;2
130.0;32.0;16.0;1
120.0;42.0;40.0;0
137.0;32.0;9.0;2
135.0;48.0;49.0;2
109.0;47.0;22.0;1
108.0;48.0;15.0;1
121.0;70.0;9.0;0
115.0;44.0;25.0;1
103.0;27.0;9.0;2
146.0;43.0;34.0;1
128.0;45.0;44.0;1
151.0;31.0;48.0;0
116.0;46.0;1.0;1
138.0;39.0;48.0;1
114.0;41.0;14.0;1
148.0;39.0;58.0;0
97.0;23.0;12.0;2
128.0;27.0;51.0;2
110.0;69.0;4.0;2
144.0;40.0;37.0;1
121.0;69.0;55.0;2
117.0;79.0;27.0;2
152.0;30.0;57.0;0
151.0;36.0;50.0;0
98.0;40.0;35.0;0
146.0;29.0;47.0;0
125.0;59.0;29.0;2
139.0;22.0;46.0;2
119.0;50.0;27.0;1
108.0;49.0;66.0;2
107.0;24.0;11.0;2
118.0;34.0;47.0;2
127.0;84.0;13.0;0
108.0;87.0;33.0;0
126.0;26.0;14.0;0
118.0;38.0;27.0;0
113.0;21.0;24.0;0
116.0;24.0;20.0;1
123.0;47.0;34.0;0
120.0;35.0;42.0;0
143.0;51.0;48.0;1
120.0;69.0;20.0;0
110.0;78.0;11.0;0
142.0;48.0;42.0;1
134.0;46.0;51.0;1
134.0;46.0;28.0;2
124.0;72.0;17.0;0
111.0;74.0;6.0;0
100.0;24.0;11.0;2
120.0;44.0;46.0;0
123.0;79.0;33.0;0
133.0;52.0;19.0;2
113.0;45.0;24.0;1
113.0;28.0;45.0;0
124.0;56.0;17.0;1
130.0;48.0;27.0;2
126.0;69.0;53.0;2
119.0;30.0;40.0;0
92.0;21.0;9.0;2
117.0;39.0;11.0;1
149.0;38.0;49.0;0
109.0;34.0;12.0;1
102.0;42.0;21.0;1
112.0;47.0;15.0;1
127.0;57.0;25.0;1
98.0;34.0;7.0;2
152.0;54.0;35.0;2
96.0;33.0;24.0;2
94.0;47.0;27.0;1
120.0;64.0;33.0;0
133.0;55.0;1.0;2
127.0;48.0;24.0;0
125.0;50.0;66.0;2
99.0;22.0;9.0;2
118.0;46.0;35.0;2
108.0;40.0;12.0;1
146.0;37.0;46.0;0
97.0;17.0;15.0;2
96.0;26.0;19.0;2
85.0;63.0;49.0;2
157.0;34.0;47.0;0
149.0;73.0;40.0;2
126.0;22.0;32.0;0
119.0;46.0;21.0;0
113.0;33.0;33.0;0
104.0;16.0;13.0;2
95.0;29.0;9.0;2
157.0;35.0;51.0;0
100.0;40.0;12.0;1
141.0;45.0;41.0;1
108.0;84.0;19.0;0
114.0;64.0;22.0;1
102.0;45.0;32.0;1
103.0;60.0;20.0;1
144.0;37.0;42.0;1
108.0;76.0;15.0;0
117.0;41.0;66.0;2
138.0;50.0;64.0;2
125.0;34.0;18.0;0
139.0;50.0;40.0;1
106.0;40.0;25.0;1
142.0;50.0;41.0;1
114.0;75.0;18.0;0
110.0;38.0;12.0;1
95.0;24.0;15.0;2
120.0;20.0;24.0;0
135.0;50.0;43.0;1
106.0;69.0;3.0;2
144.0;52.0;42.0;1
149.0;33.0;49.0;0
146.0;55.0;41.0;1
156.0;29.0;55.0;0
125.0;77.0;25.0;2
96.0;32.0;24.0;2
94.0;54.0;28.0;1
140.0;41.0;36.0;1
130.0;47.0;51.0;2
149.0;29.0;48.0;0
115.0;42.0;41.0;0
130.0;52.0;31.0;2
117.0;91.0;10.0;0
114.0;59.0;48.0;2
126.0;38.0;10.0;0
98.0;17.0;12.0;2
140.0;26.0;22.0;0
119.0;34.0;35.0;0
117.0;81.0;21.0;0
111.0;35.0;4.0;1
148.0;34.0;48.0;0
133.0;51.0;48.0;2
129.0;70.0;36.0;2
108.0;38.0;10.0;1
153.0;35.0;57.0;0
100.0;33.0;24.0;1
151.0;51.0;60.0;2
111.0;31.0;23.0;0
109.0;68.0;13.0;0
90.0;72.0;40.0;2
122.0;64.0;76.0;2
122.0;65.0;14.0;0
135.0;42.0;42.0;1
146.0;34.0;45.0;0
124.0;38.0;46.0;2
152.0;38.0;46.0;0
114.0;22.0;34.0;0
99.0;39.0;5.0;1
148.0;33.0;53.0;0
100.0;61.0;26.0;1
134.0;38.0;27.0;0
149.0;37.0;50.0;0
125.0;78.0;1.0;0
119.0;39.0;30.0;0
121.0;52.0;30.0;0
129.0;49.0;20.0;0
98.0;28.0;7.0;2
138.0;43.0;41.0;1
124.0;60.0;3.0;2
117.0;32.0;9.0;1
121.0;55.0;8.0;1
142.0;51.0;44.0;1
115.0;72.0;10.0;0
116.0;24.0;37.0;2
142.0;61.0;32.0;2
112.0;38.0;43.0;0
103.0;23.0;16.0;2
95.0;21.0;21.0;2
126.0;27.0;37.0;2
145.0;31.0;57.0;0
102.0;33.0;5.0;2
93.0;22.0;21.0;2
119.0;52.0;61.0;2
147.0;30.0;43.0;0
130.0;80.0;16.0;0
118.0;82.0;15.0;0
116.0;65.0;28.0;1
140.0;42.0;33.0;1
104.0;48.0;15.0;1
111.0;39.0;19.0;1
147.0;35.0;46.0;0
130.0;49.0;39.0;2
131.0;26.0;19.0;0
88.0;73.0;47.0;2
98.0;41.0;14.0;2
120.0;29.0;33.0;2
113.0;25.0;28.0;0
115.0;47.0;21.0;1
127.0;69.0;23.0;0
110.0;37.0;32.0;0
96.0;57.0;13.0;1
137.0;39.0;43.0;1
121.0;71.0;43.0;2
141.0;37.0;48.0;0
137.0;94.0;13.0;2
110.0;62.0;6.0;2
109.0;46.0;42.0;2
122.0;47.0;12.0;2
113.0;35.0;30.0;0
94.0;40.0;18.0;1
105.0;33.0;24.0;0
106.0;34.0;15.0;2
111.0;28.0;5.0;1
135.0;85.0;37.0;2
117.0;51.0;61.0;2
104.0;80.0;28.0;0
137.0;54.0;40.0;1
148.0;34.0;52.0;0
108.0;60.0;25.0;1
137.0;44.0;37.0;1
131.0;48.0;24.0;1
127.0;44.0;26.0;0
141.0;33.0;51.0;0
140.0;67.0;49.0;2
105.0;51.0;11.0;2
104.0;37.0;40.0;1
134.0;52.0;67.0;2
123.0;55.0;59.0;2
127.0;20.0;1.0;2
147.0;49.0;49.0;2
118.0;67.0;20.0;0
154.0;39.0;43.0;0
108.0;45.0;22.0;1
109.0;54.0;17.0;1
130.0;85.0;20.0;0
108.0;45.0;24.0;2
100.0;24.0;22.0;2
145.0;47.0;34.0;1
102.0;54.0;3.0;1
109.0;33.0;15.0;1
151.0;30.0;52.0;0
155.0;34.0;46.0;0
122.0;36.0;59.0;2
99.0;35.0;17.0;2
160.0;33.0;51.0;0
114.0;61.0;25.0;1
116.0;72.0;34.0;2
131.0;34.0;23.0;0
124.0;50.0;28.0;1
126.0;26.0;23.0;0
110.0;56.0;38.0;1
93.0;21.0;15.0;2
139.0;44.0;38.0;1
111.0;58.0;31.0;1
122.0;34.0;17.0;1
148.0;55.0;43.0;1
105.0;42.0;23.0;1
113.0;38.0;21.0;1
130.0;52.0;43.0;2
151.0;33.0;47.0;0
112.0;81.0;16.0;0
107.0;36.0;35.0;1
138.0;40.0;36.0;1
121.0;27.0;37.0;0
153.0;36.0;54.0;0
128.0;33.0;30.0;0
125.0;49.0;62.0;2
120.0;22.0;24.0;0
128.0;66.0;42.0;2
94.0;20.0;17.0;2
96.0;26.0;20.0;2
151.0;33.0;40.0;0
131.0;40.0;38.0;1
147.0;37.0;47.0;0
133.0;85.0;16.0;0
102.0;44.0;23.0;1
151.0;34.0;49.0;0
121.0;39.0;38.0;0
109.0;52.0;26.0;1
121.0;88.0;24.0;0
144.0;47.0;44.0;1
116.0;71.0;41.0;0
110.0;40.0;16.0;1
96.0;43.0;24.0;1
145.0;48.0;41.0;1
136.0;51.0;51.0;2
118.0;37.0;1.0;1
125.0;42.0;47.0;2
156.0;34.0;49.0;0
126.0;81.0;24.0;0
110.0;41.0;31.0;1
109.0;50.0;33.0;1
98.0;16.0;22.0;2
119.0;53.0;23.0;1
136.0;25.0;32.0;0
131.0;71.0;24.0;0
154.0;35.0;46.0;0
128.0;34.0;26.0;0
146.0;31.0;47.0;0
118.0;22.0;29.0;0
103.0;48.0;23.0;1
107.0;51.0;19.0;1
97.0;20.0;1.0;2
96.0;16.0;20.0;2
116.0;36.0;15.0;1
151.0;36.0;49.0;0
127.0;73.0;9.0;2
146.0;42.0;38.0;1
120.0;68.0;35.0;2
104.0;32.0;28.0;1
121.0;57.0;30.0;1
131.0;63.0;67.0;2
94.0;20.0;19.0;2
112.0;25.0;42.0;0
118.0;46.0;15.0;1
143.0;38.0;50.0;0
105.0;27.0;8.0;2
130.0;41.0;45.0;1
106.0;45.0;15.0;1
160.0;37.0;44.0;0
106.0;19.0;19.0;2
114.0;39.0;27.0;1
109.0;52.0;19.0;1
127.0;73.0;5.0;0
121.0;30.0;46.0;0
151.0;31.0;47.0;0
147.0;53.0;34.0;2
130.0;20.0;39.0;0
97.0;27.0;16.0;2
105.0;16.0;19.0;2
126.0;28.0;32.0;0
104.0;28.0;13.0;2
103.0;28.0;15.0;2
115.0;44.0;17.0;1
135.0;44.0;39.0;1
100.0;27.0;12.0;2
109.0;30.0;26.0;0
98.0;55.0;42.0;1
117.0;35.0;20.0;1
105.0;25.0;16.0;2
100.0;57.0;24.0;1
117.0;45.0;36.0;2
120.0;77.0;39.0;2
146.0;33.0;58.0;0
112.0;57.0;20.0;1
99.0;25.0;17.0;2
102.0;51.0;29.0;1
122.0;34.0;11.0;1
95.0;25.0;15.0;2
102.0;40.0;26.0;1
118.0;55.0;14.0;1
137.0;37.0;43.0;1
136.0;40.0;42.0;1
121.0;54.0;16.0;1
122.0;81.0;26.0;0
120.0;24.0;27.0;0
110.0;35.0;24.0;0
121.0;75.0;26.0;0
135.0;42.0;32.0;2
108.0;41.0;52.0;2
118.0;40.0;9.0;1
147.0;30.0;49.0;0
124.0;49.0;28.0;1
101.0;61.0;16.0;1
101.0;21.0;9.0;2
112.0;62.0;29.0;1
150.0;32.0;40.0;0
102.0;24.0;21.0;2
120.0;67.0;60.0;2
135.0;33.0;43.0;2
131.0;48.0;21.0;2
131.0;69.0;24.0;0
150.0;39.0;49.0;0
93.0;16.0;19.0;2
142.0;45.0;32.0;1
95.0;24.0;4.0;2
99.0;30.0;17.0;2
128.0;47.0;27.0;0
147.0;33.0;44.0;0
120.0;29.0;24.0;0
142.0;55.0;46.0;1
108.0;33.0;9.0;1
148.0;43.0;44.0;0
155.0;36.0;48.0;0
142.0;46.0;36.0;1
156.0;41.0;48.0;0
148.0;39.0;53.0;0
116.0;63.0;15.0;1
106.0;25.0;23.0;2
104.0;66.0;1.0;2
113.0;85.0;6.0;0
110.0;39.0;2.0;1
121.0;85.0;19.0;0
140.0;59.0;39.0;2
120.0;34.0;12.0;1
140.0;41.0;43.0;1
111.0;32.0;14.0;1
98.0;20.0;13.0;2
119.0;66.0;30.0;1
132.0;74.0;16.0;0
121.0;85.0;22.0;0
99.0;20.0;11.0;2
99.0;29.0;25.0;2
123.0;74.0;9.0;2
146.0;36.0;56.0;0
126.0;86.0;13.0;0
114.0;45.0;37.0;0
127.0;77.0;20.0;0
122.0;81.0;4.0;0
119.0;85.0;23.0;0
141.0;79.0;46.0;2
107.0;66.0;29.0;2
149.0;38.0;39.0;0
133.0;52.0;51.0;2
113.0;33.0;43.0;1
139.0;45.0;45.0;1
128.0;54.0;39.0;1
107.0;39.0;19.0;2
86.0;36.0;14.0;2
122.0;71.0;67.0;2
125.0;81.0;19.0;0
124.0;56.0;49.0;2
140.0;45.0;37.0;1
95.0;26.0;17.0;2
115.0;82.0;51.0;2
98.0;52.0;56.0;2
111.0;81.0;12.0;0
116.0;49.0;20.0;1
145.0;18.0;32.0;0
128.0;25.0;18.0;0
125.0;75.0;17.0;0
127.0;71.0;12.0;0
158.0;34.0;46.0;0
130.0;54.0;27.0;2
107.0;37.0;29.0;1
125.0;54.0;32.0;2
147.0;34.0;55.0;0
128.0;84.0;48.0;2
131.0;42.0;35.0;1
115.0;56.0;63.0;2
107.0;44.0;18.0;1
118.0;44.0;17.0;1
136.0;43.0;45.0;1
132.0;59.0;48.0;2
111.0;48.0;10.0;1
98.0;25.0;26.0;2
139.0;44.0;49.0;1
157.0;26.0;20.0;2
133.0;43.0;31.0;0
132.0;85.0;27.0;0
125.0;64.0;41.0;2
114.0;61.0;59.0;2
140.0;53.0;34.0;2
105.0;27.0;9.0;2
123.0;29.0;4.0;1
123.0;28.0;27.0;0
111.0;74.0;52.0;2
108.0;45.0;12.0;1
104.0;16.0;16.0;2
106.0;34.0;32.0;2
109.0;42.0;16.0;1
135.0;69.0;4.0;2
112.0;43.0;37.0;2
104.0;26.0;5.0;1
108.0;52.0;15.0;1
114.0;48.0;38.0;1
127.0;57.0;56.0;2
142.0;42.0;39.0;1
154.0;37.0;50.0;0
101.0;25.0;13.0;2
144.0;39.0;38.0;1
133.0;48.0;32.0;1
135.0;46.0;35.0;2
106.0;34.0;17.0;1
117.0;38.0;20.0;0
123.0;46.0;39.0;2
96.0;60.0;34.0;1
136.0;49.0;57.0;2
138.0;44.0;44.0;1
105.0;25.0;18.0;2
100.0;64.0;21.0;1
100.0;35.0;9.0;1
99.0;27.0;18.0;2
119.0;84.0;19.0;0
146.0;49.0;37.0;1
150.0;49.0;43.0;1
140.0;48.0;32.0;1
103.0;22.0;6.0;2
86.0;45.0;62.0;2
109.0;16.0;15.0;2
117.0;82.0;23.0;0
136.0;44.0;26.0;2
110.0;69.0;16.0;0
111.0;37.0;8.0;1
